Number of newly added trainable parameters: 1800. Total number of trainable parameters: 1800
Number of newly added trainable parameters: 430. Total number of trainable parameters: 2230
⚠️ Starting from scratch...

--- 🚀 CHUNK 1/10 (100 trials) ---
Added 50 recordings. See `.recordings` for details.
Epoch 27: Loss 5741.5206
Epoch 28: Loss 5741.5206
Epoch 29: Loss 5997.0104
Epoch 30: Loss 6269.5432
Epoch 31: Loss 5977.8417
Epoch 32: Loss 5808.8564
Epoch 33: Loss 5818.0126
Epoch 34: Loss 5985.9252
Epoch 35: Loss 5892.0159
Epoch 36: Loss 5920.7296
Epoch 37: Loss 5886.7527
Epoch 38: Loss 5887.0842
Epoch 39: Loss 5675.1519
Epoch 40: Loss 5675.1519
Epoch 41: Loss 5785.2680
Epoch 42: Loss 5678.1490
Epoch 43: Loss 5930.8036
Epoch 44: Loss 5897.3504
Epoch 45: Loss 5767.4966
Epoch 46: Loss 5842.3352
Epoch 47: Loss 5799.8911
Epoch 48: Loss 5711.2541
Epoch 49: Loss 5938.6495
Epoch 50: Loss 5831.6707
Epoch 51: Loss 5677.9441
Epoch 52: Loss 5666.4938
Epoch 53: Loss 5666.4938
Epoch 54: Loss 5601.6132
Epoch 55: Loss 5601.6132
Epoch 56: Loss 5553.3289
Epoch 57: Loss 5553.3289
Epoch 58: Loss 5612.1212
Epoch 59: Loss 5712.4056
Epoch 60: Loss 5791.1722
Epoch 61: Loss 5583.6995
Epoch 62: Loss 6069.2661
Epoch 63: Loss 5723.9952
Epoch 64: Loss 5970.3870
Epoch 65: Loss 5886.3044
Epoch 66: Loss 6044.0477
Epoch 67: Loss 5762.2775
Epoch 68: Loss 5755.2150
Epoch 69: Loss 5681.5039
Epoch 70: Loss 5749.2861
Epoch 71: Loss 5860.4457
Epoch 72: Loss 5560.3301
Epoch 73: Loss 5818.8386
Epoch 74: Loss 5797.7615
Epoch 75: Loss 5588.7921
Epoch 76: Loss 5546.1795
Epoch 77: Loss 5546.1795
Epoch 78: Loss 5544.7270
Epoch 79: Loss 5544.7270
Epoch 80: Loss 5551.1125
Epoch 81: Loss 5648.1108
Epoch 82: Loss 5946.4527
Epoch 83: Loss 5702.1939
Epoch 84: Loss 5956.1231
Epoch 85: Loss 5860.8751
Epoch 86: Loss 5818.4789
Epoch 87: Loss 5707.4727
Epoch 88: Loss 6012.6656
Epoch 89: Loss 5733.9639
Epoch 90: Loss 5734.5973
Epoch 91: Loss 5580.1377
Epoch 92: Loss 5861.5420
Epoch 93: Loss 5569.9034
Epoch 94: Loss 5825.0055
Epoch 95: Loss 5748.4217
Epoch 96: Loss 5906.8756
Epoch 97: Loss 5836.3795
Epoch 98: Loss 5689.3695
Epoch 99: Loss 5977.8663
Added 50 recordings. See `.recordings` for details.
📊 Chunk 8 Final Kappas - Pre: 0.1282 | Stim: 0.0813 | Post: 0.0605
⚠️ Total Kappa (0.2700) > 0.1. Continuing training...

--- 🚀 CHUNK 9/10 (100 trials) ---
Added 50 recordings. See `.recordings` for details.
Epoch 0: Loss 5854.7045
Epoch 1: Loss 5854.7045
Epoch 2: Loss 5913.7452
Epoch 3: Loss 6076.2909
Epoch 4: Loss 6022.0000
Epoch 5: Loss 6327.6857
Epoch 6: Loss 6109.5148
Epoch 7: Loss 5868.7766
Epoch 8: Loss 6013.4029
Epoch 9: Loss 5787.2690
Epoch 10: Loss 5787.2690
Epoch 11: Loss 6018.2341
Epoch 12: Loss 5980.9237
Epoch 13: Loss 6161.1543
Epoch 14: Loss 6275.5896
Epoch 15: Loss 5761.8833
Epoch 16: Loss 5761.8833
Epoch 17: Loss 5890.1027
Epoch 18: Loss 5989.8680
Epoch 19: Loss 5673.1631
Epoch 20: Loss 5673.1631
Epoch 21: Loss 5820.8263
Epoch 22: Loss 5731.7006
Epoch 23: Loss 5942.0275
Epoch 24: Loss 6223.6778
Epoch 25: Loss 6002.8222
Epoch 26: Loss 5714.7733
Epoch 27: Loss 5764.9451
Epoch 28: Loss 5839.8312
Epoch 29: Loss 6120.6451
Epoch 30: Loss 5931.0642
Epoch 31: Loss 5897.6196
Epoch 32: Loss 5893.1936
Epoch 33: Loss 5712.0341
Epoch 34: Loss 5748.7522
Epoch 35: Loss 5825.6741
Epoch 36: Loss 5617.6893
Epoch 37: Loss 5617.6893
Epoch 38: Loss 5543.8874
Epoch 39: Loss 5543.8874
Epoch 40: Loss 5968.4144
Epoch 41: Loss 5915.5020
Epoch 42: Loss 5678.5849
Epoch 43: Loss 5746.7465
Epoch 44: Loss 5916.1421
Epoch 45: Loss 5880.6377
Epoch 46: Loss 5574.4765
Epoch 47: Loss 5627.2656
Epoch 48: Loss 5969.2922
Epoch 49: Loss 5800.5478
Epoch 50: Loss 5768.1476
Epoch 51: Loss 5669.3524
Epoch 52: Loss 5774.8335
Epoch 53: Loss 6113.7159
Epoch 54: Loss 5782.1424
Epoch 55: Loss 5884.4082
Epoch 56: Loss 5940.8371
Epoch 57: Loss 5759.0117
Epoch 58: Loss 5756.1771
Epoch 59: Loss 5663.6211
Epoch 60: Loss 5653.8511
Epoch 61: Loss 5904.2329
Epoch 62: Loss 5936.3875
Epoch 63: Loss 6038.2059
Epoch 64: Loss 6233.7498
Epoch 65: Loss 5770.0404
Epoch 66: Loss 5974.4387
Epoch 67: Loss 5900.8555
Epoch 68: Loss 6090.7538
Epoch 69: Loss 5652.2749
Epoch 70: Loss 5675.1186
Epoch 71: Loss 5950.4609
Epoch 72: Loss 5850.3240
Epoch 73: Loss 5855.3256
Epoch 74: Loss 5603.2125
Epoch 75: Loss 6027.0195
Epoch 76: Loss 6121.2164
Epoch 77: Loss 5958.0475
Epoch 78: Loss 5603.9942
Epoch 79: Loss 5721.2616
Epoch 80: Loss 5585.7822
Epoch 81: Loss 5949.0766
Epoch 82: Loss 5755.8411
Epoch 83: Loss 5734.0252
Epoch 84: Loss 6075.0534
Epoch 85: Loss 5993.4842
Epoch 86: Loss 5865.1376
Epoch 87: Loss 6117.0830
Epoch 88: Loss 6485.7899
Epoch 89: Loss 5912.7114
Epoch 90: Loss 5911.6996
Epoch 91: Loss 5529.4334
Epoch 92: Loss 5529.4334
Epoch 93: Loss 5646.8597
Epoch 94: Loss 5720.5925
Epoch 95: Loss 5918.5726
Epoch 96: Loss 5952.9967
Epoch 97: Loss 5801.7188
Epoch 98: Loss 6005.0635
Epoch 99: Loss 5807.5081
Added 50 recordings. See `.recordings` for details.
📊 Chunk 9 Final Kappas - Pre: 0.0851 | Stim: 0.0590 | Post: 0.0546
⚠️ Total Kappa (0.1987) > 0.1. Continuing training...

--- 🚀 CHUNK 10/10 (100 trials) ---
Added 50 recordings. See `.recordings` for details.
Epoch 0: Loss 5760.5900
Epoch 1: Loss 5760.5900
Epoch 2: Loss 5954.8297
Epoch 3: Loss 6244.0317
Epoch 4: Loss 5969.2949
Epoch 5: Loss 5882.2614
Epoch 6: Loss 6055.3091
Epoch 7: Loss 6172.0918
Epoch 8: Loss 6289.8566
Epoch 9: Loss 6085.2888
Epoch 10: Loss 6686.8599
Epoch 11: Loss 5740.6698
Epoch 12: Loss 5740.6698
Epoch 13: Loss 5771.5950
Epoch 14: Loss 5823.5500
Epoch 15: Loss 5733.8631
Epoch 16: Loss 5733.8631
Epoch 17: Loss 5860.1131
Epoch 18: Loss 5572.1610
Epoch 19: Loss 5572.1610
Epoch 20: Loss 5770.4718
Epoch 21: Loss 6153.5769
Epoch 22: Loss 5920.3596
Epoch 23: Loss 5707.4355
Epoch 24: Loss 5745.9647
Epoch 25: Loss 5796.2109
Epoch 26: Loss 6014.1632
Epoch 27: Loss 5980.0559
Epoch 28: Loss 5633.3124
Epoch 29: Loss 5718.4609
Epoch 30: Loss 5979.4168
Epoch 31: Loss 5740.5130
Epoch 32: Loss 5967.6000
Epoch 33: Loss 5876.0877
Epoch 34: Loss 5624.2742
Epoch 35: Loss 5800.7031
Epoch 36: Loss 5923.9429
Epoch 37: Loss 5720.0189
Epoch 38: Loss 5978.8327
Epoch 39: Loss 5927.4746
Epoch 40: Loss 5784.1984
Epoch 41: Loss 5615.8830
Epoch 42: Loss 5585.8335
Epoch 43: Loss 5633.0389
Epoch 44: Loss 5679.1099
Epoch 45: Loss 5590.5936
Epoch 46: Loss 5383.9823
Epoch 47: Loss 5383.9823
Epoch 48: Loss 5382.3523
Epoch 49: Loss 5382.3523
Epoch 50: Loss 5388.6493
Epoch 51: Loss 5433.8718
Epoch 52: Loss 5375.2746
Epoch 53: Loss 5375.2746
Epoch 54: Loss 5388.3895
Epoch 55: Loss 5412.3555
Epoch 56: Loss 5544.4894
Epoch 57: Loss 5504.5544
Epoch 58: Loss 5769.4621
Epoch 59: Loss 5882.4697
Epoch 60: Loss 5983.0222
Epoch 61: Loss 5786.0511
Epoch 62: Loss 5793.0901
Epoch 63: Loss 5882.8716
Epoch 64: Loss 5698.6157
Epoch 65: Loss 5481.9883
Epoch 66: Loss 5493.8418
Epoch 67: Loss 5608.3254
Epoch 68: Loss 5796.9471
Epoch 69: Loss 5536.9020
Epoch 70: Loss 5501.6669
Epoch 71: Loss 5768.4499
Epoch 72: Loss 5430.2756
Epoch 73: Loss 5481.6977
Epoch 74: Loss 5468.4450
Epoch 75: Loss 5441.5585
Epoch 76: Loss 5517.1829
Epoch 77: Loss 5342.3937
Epoch 78: Loss 5342.3937
Epoch 79: Loss 5346.4934
Epoch 80: Loss 5796.9361
Epoch 81: Loss 5594.4015
Epoch 82: Loss 5978.0633
Epoch 83: Loss 5801.5649
Epoch 84: Loss 5608.2605
Epoch 85: Loss 6020.6300
Epoch 86: Loss 6103.9291
Epoch 87: Loss 5668.6937
Epoch 88: Loss 5466.1279
Epoch 89: Loss 5466.1277
Epoch 90: Loss 5546.2951
Epoch 91: Loss 5574.5121
Epoch 92: Loss 5522.2483
Epoch 93: Loss 5729.0599
Epoch 94: Loss 5553.6729
Epoch 95: Loss 5493.6474
Epoch 96: Loss 5695.4613
Epoch 97: Loss 5605.4029
Epoch 98: Loss 5918.8135
Epoch 99: Loss 5793.6788
Added 50 recordings. See `.recordings` for details.
📊 Chunk 10 Final Kappas - Pre: 0.1024 | Stim: 0.0684 | Post: 0.0507
⚠️ Total Kappa (0.2214) > 0.1. Continuing training...
✨ Long training loop complete.
